num_pull,num_stargazers,num_watchers,num_forks,num_subscribers
0.03254067658799856,0.01678542503053498,0.01678542503053498,0.004626412294040172,0.010881014573491058
0.0004771687984624,0.0004456304059531,0.0004456304059531,0.0002018869702149,0.0007910349373764
0.5352773543641063,0.0760632043510708,0.0760632043510708,0.0737022032598016,0.0701384311140408
0.0581218105904963,0.0092401196222342,0.0092401196222342,0.004347299425295,0.0558998022412656
0.1510371794022135,0.070017664145007,0.070017664145007,0.0696106273301121,0.0458800263678312
0.0083371992842468,0.0046818037830263,0.0046818037830263,0.0018439009946298,0.005273566249176
0.022777791176096816,0.036587702794726604,0.036587702794726604,0.023325015828581593,0.029413649980854082
0.028112243377734564,0.01638614202971207,0.01638614202971207,0.009168104416994737,0.018722755103658045
0.0813440254490025,0.1952720224640677,0.1952720224640677,0.0698663508257177,0.0321687541199736
1.3254688846179335e-05,0.0,0.0,1.3459131347662824e-05,0.0001318391562294
0.0052621114719331,0.0009449512222621,0.0009449512222621,0.0015747183676765,0.0027686222808174
0.0930611703890251,0.0281337750264425,0.0281337750264425,0.0079678057578163,0.011206328279499
0.012088798968070571,0.0697241481225649,0.0697241481225649,0.018887234399336456,0.020757604496694212
0.028119255288282095,0.23246615469538162,0.23246615469538162,0.09780545456354792,0.13634201264302226
0.0131221419577175,0.0093152861967324,0.0093152861967324,0.0076313274741248,0.00659195781147
0.0055006958711644,0.0015946051875674,0.0015946051875674,0.001117107901856,0.0047462096242584
0.0211677380873483,0.1166424164979892,0.1166424164979892,0.0740790589375361,0.1294660514172709
0.0491483862416329,0.0381685127219427,0.0381685127219427,0.0106327137646536,0.0102834541858932
0.2345919074375108,0.6172842954346995,0.6172842954346995,0.3139684185069197,0.16206075643192022
0.004221172788196297,0.0009331416325739022,0.0009331416325739022,0.0012080133444057834,0.0035831211323851474
0.0015718416813278067,0.004755841374945404,0.004755841374945404,0.0040783361399843515,0.008237530128834322
0.0219497647292729,0.0146574820271351,0.0146574820271351,0.0061912004199248,0.0043506921555702
0.0003181125323083,0.0027328418871105,0.0027328418871105,0.0005787426479495,0.0003955174686882
0.055413122456111685,0.14034566728135695,0.14034566728135695,0.05755917817943112,0.05385378483598421
0.0240174961892769,0.0003167734210992,0.0003167734210992,0.0007267930927737,0.0009228740936058
0.0010676239142262533,0.0002875794324126114,0.0002875794324126114,0.0002630139158895891,0.0012680367981417937
0.0028726792586415938,0.0007766814564914799,0.0007766814564914799,0.0012407907051565645,0.0022167034794033143
0.303954569602561,0.663887790233497,0.663887790233497,0.45962522987063215,0.38221226010189224
0.05632775811961495,0.03686534234303579,0.03686534234303579,0.030493266703564087,0.022617466871287184
0.0013122141957717,0.0179594422640172,0.0179594422640172,0.0086542214565471,0.016479894528675
0.0268274902246669,0.0022388901118371,0.0022388901118371,0.0069179935126986,0.003955174686882
0.0326993173835244,0.0628553634035424,0.0628553634035424,0.0665150271201496,0.042847725774555
0.0009873060656834577,0.00033327694065719994,0.00033327694065719994,0.0003353442217934623,0.0013806655258021907
0.0353237457750679,0.0151675409255152,0.0151675409255152,0.0026783671381849,0.011865524060646
0.0226655179269666,0.0039086618739027,0.0039086618739027,0.00806201967725,0.0030323005932762
0.0,1.073808207116127e-05,1.073808207116127e-05,0.0,0.0001318391562294
0.0022843280767990376,0.004886720359891123,0.004886720359891123,0.004212936307957622,0.006754242045079942
0.0024256080588508,0.0049126725475562,0.0049126725475562,0.0042396263745137,0.0064601186552406
0.6685002319570548,0.1192625085233526,0.1192625085233526,0.0750884937886108,0.0945286750164799
0.0257538604281264,0.0080965138816555,0.0080965138816555,0.0042665446372091,0.0084377059986816
0.0076214460865531,0.0564125141608457,0.0564125141608457,0.0619389224619443,0.0354647330257086
0.0005169328650009,0.0045261015929944,0.0045261015929944,0.0012651583466803,0.002636783124588
0.0073563523096295,0.0011060224533296,0.0011060224533296,0.0020861653588877,0.002636783124588
0.0382927960766121,0.0717089120712149,0.0717089120712149,0.0210904588217876,0.0094924192485168
0.020478494267347,0.0548179089732782,0.0548179089732782,0.0125169921533264,0.0137112722478576
0.0142885545761813,0.0004563684880243,0.0004563684880243,0.0010228939824223,0.0258404746209624
0.2909987270951409,0.059164732303488995,0.059164732303488995,0.05993297468535286,0.04390432789727046
0.0106832792100205,0.048906594793104,0.048906594793104,0.0270259357461069,0.0419248516809492
0.0163430313473391,0.0003758328724906,0.0003758328724906,0.0007806296181644,0.0023731048121292
0.0020505748112118406,0.005742423568184009,0.005742423568184009,0.003172008000875408,0.006544132906138648
0.006653853800782,0.0151031124330883,0.0151031124330883,0.0065411378349641,0.008569545154911
0.0236728742792762,0.0036670550273015,0.0036670550273015,0.0088291901640668,0.0090969017798286
0.000371131287693,0.0002899282159213,0.0002899282159213,0.0004306922031252,0.0010547132498352
0.8601762873616542,0.2095536716187122,0.2095536716187122,0.0563668420840119,0.0903098220171391
0.017001511684496675,0.052900661608860644,0.052900661608860644,0.019891579639295963,0.02901116236515797
0.3836569686526608,0.1981390903770677,0.1981390903770677,0.1917926217041952,0.0999340804218853
0.0,1.073808207116127e-05,1.073808207116127e-05,5.383652539065129e-05,0.0106789716545814
0.2587054517109612,0.31903713797534533,0.31903713797534533,0.17671472342657843,0.19159238453855193
0.0141029889323348,0.0037422216017997,0.0037422216017997,0.003391701099611,0.0077785102175346
0.0325535158062164,0.0294921424084444,0.0294921424084444,0.0050337151240258,0.005273566249176
0.0015773079726953,0.0026039849022566,0.0026039849022566,0.0015208818422858,0.0014502307185234
0.028562965291596194,0.03888852173285107,0.03888852173285107,0.018462057209164745,0.021983772668378795
0.03973617427614573,0.2816517385904364,0.2816517385904364,0.1273750860053886,0.175590464304675
0.2475710782689376,0.4286857124449002,0.4286857124449002,0.4273677976823376,0.3019116677653263
0.0007952813307707,0.0007462967039457,0.0007462967039457,0.0009690574570317,0.001977587343441
0.021423187326067752,0.03895861758469519,0.03895861758469519,0.023056623067172224,0.03000733364649992
0.658555845783211,0.15894373725384445,0.15894373725384445,0.20495783061911224,0.16743839758030088
0.0081383789515541,0.1813662061819138,0.1813662061819138,0.0494757668340085,0.011206328279499
0.0710451322155212,0.0487294164389298,0.0487294164389298,0.0090445362656294,0.007910349373764
0.0150440718404135,0.0527400900925085,0.0527400900925085,0.0235803981211052,0.029663810151615
0.0163297766584929,0.0008214632784438,0.0008214632784438,0.00207270622754,0.001977587343441
0.0036185300550069,0.0010523320429738,0.0010523320429738,0.0024361027739269,0.005273566249176
0.03401548268446097,0.01839460534938405,0.01839460534938405,0.005041804169920935,0.014701143989048007
0.041451410877077266,0.363105803110397,0.363105803110397,0.22005961219807801,0.2792124790060185
0.020650542215475912,0.10957345378316975,0.10957345378316975,0.028419393069015052,0.03595105188100222
0.0112929948969447,0.000102011779676,0.000102011779676,0.0002018869702149,0.0015820698747528
0.0035787659884684,0.0004241542418108,0.0004241542418108,0.0002153461015626,0.001318391562294
0.004642678459481849,0.00025576740054955376,0.00025576740054955376,0.0006016865739355339,0.0027200229867350378
0.0432102856385446,0.0019274857317734,0.0019274857317734,0.0009690574570317,0.0029004614370468
0.0036052753661607,0.0303511889741373,0.0303511889741373,0.0087618945073284,0.012524719841793
0.015539156566677129,0.049726554518650726,0.049726554518650726,0.02221148099207086,0.032022993741152056
0.0007952813307707,1.073808207116127e-05,1.073808207116127e-05,0.0001211321821289,0.0212261041529334
0.000225329710385,0.0006550230063408,0.0006550230063408,0.0003768556777345,0.0022412656558998
0.0105639870104049,0.0065019086940881,0.0065019086940881,0.004347299425295,0.00659195781147
0.0001855656438465,0.0,0.0,0.0,0.0001318391562294
0.6636651108694708,0.1385561624967565,0.1385561624967565,0.1382330618054207,0.12997855909132225
0.0534296507389489,0.112331076546418,0.112331076546418,0.0253300851963014,0.0154251812788398
0.02078758021159376,0.040121795957362,0.040121795957362,0.022965328793290593,0.030225070084141336
0.013731394716727012,0.05626040730435617,0.05626040730435617,0.021729296948206883,0.031895164345192864
0.0025967585410970784,0.006212434337926332,0.006212434337926332,0.00334295402391416,0.007384275278208806
0.08852940766926057,0.45938648759793504,0.45938648759793504,0.2561760187723967,0.2445309490413773
0.016295105082675936,0.052125128094588996,0.052125128094588996,0.022890146871930868,0.028617310604285982
0.03769225512254706,0.007513061773536304,0.007513061773536304,0.0036674535208972773,0.007786108085950748
0.0025748400841427463,0.0007500571061583494,0.0007500571061583494,0.0003744030781453535,0.0023806952390895836
0.0073563523096295,0.0276129780459912,0.0276129780459912,0.0092464232358443,0.0077785102175346
0.001113393863079,0.0036241026990169,0.0036241026990169,0.0032032732607437,0.0060646011865524
0.0274637152892835,0.0299753561016466,0.0299753561016466,0.0157875610708084,0.0226763348714568
0.002290754451012748,0.004887900841847434,0.004887900841847434,0.004214150353663087,0.006740863313424808
0.1130903001234693,0.42882374408074575,0.42882374408074575,0.2120122571015389,0.19344601002163092
0.03286193260001708,0.03707424314130582,0.03707424314130582,0.026875617357283197,0.028438485463511194
0.0021251869779674087,0.0010094438385256264,0.0010094438385256264,0.001285911810100998,0.0029955320280193516
0.1273377957452448,0.087493892715822,0.087493892715822,0.0213461823173932,0.0212261041529334
0.03727879668981692,0.008849264629104958,0.008849264629104958,0.003494793824170208,0.008498230644025906
0.044075634731465474,0.35860469841820397,0.35860469841820397,0.10372780016762959,0.12473338189507832
0.2248790509642786,0.3355274814365406,0.3355274814365406,0.1851034334244068,0.1996044825313118
0.00039133830352109934,0.026353305056045967,0.026353305056045967,0.006569268256097884,0.010397718787647264
0.0032132697388076274,0.0010771656130164821,0.0010771656130164821,0.0016010823809002339,0.0027686222808174
0.003251778277275769,0.000953962360250305,0.000953962360250305,0.0006910923321739831,0.0019980012203839022
0.0108953542315594,5.905945139138698e-05,5.905945139138698e-05,0.0001480504448242,0.0011865524060646
0.0054609318046258,0.0746672536818198,0.0746672536818198,0.0096501971762742,0.0201713909030982
0.0014580157730797,0.004595899126457,0.004595899126457,0.0020592470961924,0.0031641397495056
0.0083769633507853,0.0044079826902117,0.0044079826902117,0.004508809001467,0.0025049439683586
0.0026615033739869104,0.0019220823711850092,0.0019220823711850092,0.0015597277111790873,0.003281953895885559
0.036289564496681095,0.2990638006628205,0.2990638006628205,0.1202179704708307,0.16263323259241888
0.0241898071442772,0.0109528437125844,0.0109528437125844,0.0124631556279357,0.0110744891232696
0.0041089535423155,0.0021529854552678,0.0021529854552678,0.0016150957617195,0.0027686222808174
0.0398836369468022,0.0055478317518040205,0.0055478317518040205,0.003773581823197263,0.005323822331853227
1.0,0.3921708643619163,0.3921708643619163,0.4112437583278375,0.1762689518787079
0.03887965117293576,0.028639224867081804,0.028639224867081804,0.015665967547731023,0.021627535752685167
0.032112247972093944,0.04098721260699331,0.04098721260699331,0.015255386743665413,0.017079453502701257
0.0047186692292398,0.0012402484792191,0.0012402484792191,0.001076730507813,0.0027686222808174
0.02971869972807261,0.014380155908661159,0.014380155908661159,0.007038017198324504,0.016276812700445745
0.0188349128504208,0.0648258014636005,0.0648258014636005,0.0230016554731557,0.0379696769940672
0.0146994499304128,0.0424744836324784,0.0424744836324784,0.0053298160136744,0.0051417270929466
0.0039498972761614,0.0255566353293638,0.0255566353293638,0.0054509481958034,0.009887936717205
0.5855118602013516,0.13852032845684326,0.13852032845684326,0.21407943926405354,0.15974727880442902
0.0921068327921002,0.0454059800379054,0.0454059800379054,0.0487220554785394,0.0225444957152274
0.03904057794247626,0.0053928266406974975,0.0053928266406974975,0.0038767950306221387,0.006037488291615585
0.0114785605407913,0.2396900989514263,0.2396900989514263,0.0716025787695662,0.1179960448253131
0.008838442047423201,0.07383900880551711,0.07383900880551711,0.01837688663366975,0.022087991620104438
0.0074491351315527,0.036026265348746,0.036026265348746,0.0100135937226611,0.0295319709953856
0.0306580953012128,0.0956226208436911,0.0956226208436911,0.0322077013149571,0.0623599208965062
0.0024388627476969,0.0023462709325487,0.0023462709325487,0.0015881774990242,0.0025049439683586
0.03400565937529544,0.00879276616112271,0.00879276616112271,0.005897701469697909,0.011186119889491999
0.0015773079726953,4.832136932022572e-05,4.832136932022572e-05,0.0002422643642579,0.020435069215557
0.0876134932732454,0.0246009460250304,0.0246009460250304,0.0136744774492254,0.0126565589980224
0.0040426800980846,0.0,0.0,4.037739404298847e-05,0.0002636783124588
0.0004771687984624,9.12736976048708e-05,9.12736976048708e-05,5.383652539065129e-05,0.0002636783124588
0.0026515162419757524,0.005261790815267148,0.005261790815267148,0.004056982007109472,0.006300377932788309
0.0009278282192325,4.832136932022572e-05,4.832136932022572e-05,0.0002422643642579,0.009228740936058
0.021512359997349,0.0709304011210557,0.0709304011210557,0.0112787520693414,0.015161502966381
0.0254669444117054,0.017563883146756887,0.017563883146756887,0.009937295367746627,0.013647407944740612
0.024557140040508588,0.03388404036793946,0.03388404036793946,0.020911276504599122,0.027255336026824367
0.0165948704354165,0.0178091091150209,0.0178091091150209,0.0095694423881882,0.017139090309822
0.0032637378922435217,0.0005264213099950866,0.0005264213099950866,0.00026525757043520317,0.0016517383794960045
0.03194178766789002,0.04088641942790899,0.04088641942790899,0.015409392516728862,0.017314991726097233
0.0007555172642322,0.0004885827342378,0.0004885827342378,0.0003633965463868,0.0022412656558998
0.0945059314732586,0.0875314760030711,0.0875314760030711,0.0597989205776659,0.0978246539222149
0.017816334428056455,0.001346934993984977,0.001346934993984977,0.0011060376010991542,0.00278834831693124
0.0017985407787000996,0.0010370278032575423,0.0010370278032575423,0.0005281089321648449,0.003280434873956463
0.0019046322611657764,0.010399459313219155,0.010399459313219155,0.004837340569667659,0.007469587593156692
0.0395785008946915,0.1966411279281407,0.1966411279281407,0.0541864628056905,0.082399472643375
0.3639013378070768,0.805909932624058,0.805909932624058,0.7610787370370701,0.7797794147652819
0.014856424167197057,0.05293280215377498,0.05293280215377498,0.023450483133513774,0.029908900505617238
0.0187553847173437,0.0022120449066592,0.0022120449066592,0.0029475497651381,0.0311140408701384
0.0686062694678242,0.008461608672075,0.008461608672075,0.0096771154389695,0.0075148319050758
0.03550788963663775,0.014810829154592904,0.014810829154592904,0.0027175734873498866,0.011609493075226587
0.0012326860626946,0.0049556248758409,0.0049556248758409,0.0032436506547867,0.0034278180619644
0.028974749817748,0.0101743327624253,0.0101743327624253,0.0067161065424837,0.0100197758734344
0.003407830044252027,0.0005094972595420506,0.0005094972595420506,0.00046359512558818045,0.0015358631408769387
0.0117171449400225,0.0931367548442172,0.0931367548442172,0.0433922394648649,0.0762030323005932
0.1241831797998541,0.1000574487390807,0.1000574487390807,0.0568109934184847,0.0399472643375082
0.007541917953476,0.0008268323194794,0.0008268323194794,0.0006729565673831,0.0023731048121292
0.1364040029160315,0.1518311114451847,0.1518311114451847,0.0454918639551003,0.03295978905735
0.031951748188519,0.017127787304868542,0.017127787304868542,0.0050386403195172725,0.010672681414101243
0.0374577506793028,0.0100186305723934,0.0100186305723934,0.0063257917334015,0.0064601186552406
0.0375902975677645,0.0216479734554611,0.0216479734554611,0.0058816403989286,0.0054054054054054
0.0187288753396514,0.0258787777914986,0.0258787777914986,0.0138225278940497,0.0222808174027686
0.0088143680827092,0.0070763960848952,0.0070763960848952,0.0027052854008802,0.0017139090309822
0.030805441433856304,0.02584645417611568,0.02584645417611568,0.010656900217887092,0.021411915792655983
0.0016164961861204964,0.0036390385478971,0.0036390385478971,0.003406545011295716,0.007093550460230889
0.6806812910066936,0.3368751107364713,0.3368751107364713,0.3212963835314069,0.2512854317732366
0.0022400424150043,0.0044616731005675,0.0044616731005675,0.0033647828369157,0.0050098879367172
0.04068440878841796,0.10206634279608408,0.10206634279608408,0.0478711814110797,0.057396437478901004
0.0132811982238716,0.0026093539432921,0.0026093539432921,0.0040646576669941,0.0050098879367172
0.04543057146728488,0.23969189005992195,0.23969189005992195,0.10784733938923431,0.13885254997409363
0.0026376830803896,0.1065002979817774,0.1065002979817774,0.0093810145493209,0.0187211601845748
0.0194048644708065,0.0013422602588951,0.0013422602588951,0.0025303166933606,0.0226763348714568
0.0055802240042415,0.0001073808207116,0.0001073808207116,0.0009421391943363,0.003955174686882
